Hora,No,Vibracion,Lugar
16:06:24,1828,6.025,pavimento
16:06:24,1829,11.9,pavimento
16:06:24,1830,7.583,pavimento
16:06:24,1831,7.921,pavimento
16:06:24,1832,9.189,pavimento
16:06:24,1833,10.32,pavimento
16:06:24,1834,7.619,pavimento
16:06:24,1835,1.26,pavimento
16:06:24,1836,8.34,pavimento
16:06:24,1837,4.033,pavimento
16:06:24,1838,3.494,pavimento
16:06:24,1839,7.288,pavimento
16:06:24,1840,6.317,pavimento
16:06:24,1841,2.983,pavimento
16:06:24,1842,11.76,pavimento
16:06:25,1843,8.241,pavimento
16:06:25,1844,2.873,pavimento
16:06:25,1845,5.47,pavimento
16:06:25,1846,8.558,pavimento
16:06:25,1847,6.603,pavimento
16:06:25,1848,6.796,pavimento
16:06:25,1849,8.726,pavimento
16:06:25,1850,9.143,pavimento
16:06:25,1851,4.293,pavimento
16:06:25,1852,3.677,pavimento
16:06:25,1853,5.542,pavimento
16:06:25,1854,1.115,pavimento
16:06:25,1855,8.895,pavimento
16:06:25,1856,5.847,pavimento
16:06:25,1857,16.38,pavimento
16:06:27,1858,2.531,pavimento
16:06:27,1859,7.543,pavimento
16:06:27,1860,6.911,pavimento
16:06:27,1861,8.29,pavimento
16:06:27,1862,6.98,pavimento
16:06:27,1863,6.696,pavimento
16:06:27,1864,6.61,pavimento
16:06:27,1865,14.25,pavimento
16:06:27,1866,0.18,pavimento
16:06:27,1867,7.195,pavimento
16:06:27,1868,2.182,pavimento
16:06:27,1869,9.989,pavimento
16:06:27,1870,18.58,pavimento
16:06:27,1871,4.696,pavimento
16:06:27,1872,0.938,pavimento
16:06:27,1873,2.995,pavimento
16:06:27,1874,10.92,pavimento
16:06:27,1875,6.218,pavimento
16:06:27,1876,8.621,pavimento
16:06:27,1877,0.655,pavimento
16:06:28,1878,16.85,pavimento
16:06:28,1879,6.166,pavimento
16:06:28,1880,20.08,pavimento
16:06:28,1881,5.306,pavimento
16:06:28,1882,4.102,pavimento
16:06:28,1883,15.62,pavimento
16:06:28,1884,10.72,pavimento
16:06:28,1885,8.307,pavimento
16:06:28,1886,7.735,pavimento
16:06:28,1887,1.626,pavimento
16:06:28,1888,2.153,pavimento
16:06:28,1889,7.558,pavimento
16:06:28,1890,1.554,pavimento
16:06:28,1891,0.51,pavimento
16:06:28,1892,11.96,pavimento
16:06:28,1893,5.973,pavimento
16:06:28,1894,14.86,pavimento
16:06:28,1895,9.971,pavimento
16:06:28,1896,8.699,pavimento
16:06:28,1897,15.26,pavimento
16:06:29,1898,2.043,pavimento
16:06:29,1899,20.28,pavimento
16:06:29,1900,9.394,pavimento
16:06:29,1901,9.064,pavimento
16:06:29,1902,21.88,pavimento
16:06:29,1903,3.372,pavimento
16:06:29,1904,13.05,pavimento
16:06:29,1905,13.23,pavimento
16:06:29,1906,18.07,pavimento
16:06:29,1907,20.8,pavimento
16:06:29,1908,13.96,pavimento
16:06:37,1909,2.727,pavimento
16:06:37,1910,5.596,pavimento
16:06:37,1911,6.836,pavimento
16:06:37,1912,1.082,pavimento
16:06:37,1913,23.91,pavimento
16:06:37,1914,1.448,pavimento
16:06:37,1915,10.5,pavimento
16:06:37,1916,2.486,pavimento
16:06:37,1917,16.58,pavimento
16:06:37,1918,-0.04,pavimento
16:06:37,1919,2.986,pavimento
16:06:37,1920,7.186,pavimento
16:06:37,1921,4.391,pavimento
16:06:38,1922,17.01,pavimento
16:06:38,1923,20.54,pavimento
16:06:38,1924,16.16,pavimento
16:06:38,1925,10.19,pavimento
16:06:38,1926,8.985,pavimento
16:06:38,1927,12.79,pavimento
16:06:38,1928,15.53,pavimento
16:06:38,1929,14.8,pavimento
16:06:38,1930,6.199,pavimento
16:06:38,1931,3.617,pavimento
16:06:38,1932,12.82,pavimento
16:06:38,1933,14.06,pavimento
16:07:21,1934,-0.8,pavimento
16:07:25,1935,6.909,pavimento
16:07:25,1936,6.839,pavimento
16:07:25,1937,5.166,pavimento
16:07:26,1938,8.711,pavimento
16:07:27,1939,3.988,pavimento
16:07:27,1940,7.917,pavimento
16:07:27,1941,7.291,pavimento
16:07:27,1942,7.195,pavimento
16:07:27,1943,7.018,pavimento
16:07:27,1944,7.114,pavimento
16:07:27,1945,7.222,pavimento
16:07:37,1946,6.115,pavimento
16:07:39,1947,8.881,pavimento
16:07:39,1948,5.184,pavimento
16:07:39,1949,10.4,pavimento
16:07:39,1950,4.525,pavimento
16:07:39,1951,4.992,pavimento
16:07:39,1952,6.051,pavimento
16:07:39,1953,4.28,pavimento
16:07:39,1954,8.018,pavimento
16:07:39,1955,10.4,pavimento
16:07:39,1956,7.284,pavimento
16:07:39,1957,9.99,pavimento
16:07:39,1958,10.32,pavimento
16:07:39,1959,11.15,pavimento
16:07:39,1960,8.716,pavimento
16:07:39,1961,11.98,pavimento
16:07:39,1962,6.007,pavimento
16:07:39,1963,11.04,pavimento
16:07:39,1964,12.56,pavimento
16:07:39,1965,1.623,pavimento
16:07:39,1966,13.42,pavimento
16:07:39,1967,12.05,pavimento
16:07:39,1968,5.331,pavimento
16:07:39,1969,13.28,pavimento
16:07:39,1970,14.63,pavimento
16:09:17,1971,7.102,pavimento
16:09:17,1972,7.383,pavimento
16:09:17,1973,7.23,pavimento
16:09:17,1974,7.289,pavimento
16:09:17,1975,6.902,pavimento
16:09:17,1976,7.437,pavimento
16:09:17,1977,8.115,pavimento
16:09:17,1978,6.572,pavimento
16:09:17,1979,7.336,pavimento
16:09:17,1980,7.235,pavimento
16:09:17,1981,7.932,pavimento
16:09:18,1982,7.882,pavimento
16:09:18,1983,8.802,pavimento
16:09:18,1984,7.576,pavimento
16:09:18,1985,7.538,pavimento
16:09:18,1986,7.519,pavimento
16:09:18,1987,7.053,pavimento
16:09:18,1988,7.158,pavimento
16:09:18,1989,7.287,pavimento
16:09:18,1990,7.31,pavimento
16:09:18,1991,7.687,pavimento
16:09:18,1992,7.137,pavimento
16:09:18,1993,7.116,pavimento
16:09:18,1994,6.992,pavimento
16:09:19,1995,7.192,pavimento
16:09:19,1996,7.442,pavimento
16:09:19,1997,8.677,pavimento
16:09:19,1998,6.6,pavimento
16:09:19,1999,7.121,pavimento
16:09:19,2000,8.338,pavimento
16:09:19,2001,7.143,pavimento
16:09:19,2002,5.233,pavimento
16:09:19,2003,6.961,pavimento
16:09:19,2004,7.251,pavimento
16:09:19,2005,7.314,pavimento
16:09:19,2006,6.578,pavimento
16:09:19,2007,7.406,pavimento
16:09:20,2008,7.231,pavimento
16:09:20,2009,7.294,pavimento
16:09:20,2010,7.055,pavimento
16:09:20,2011,7.422,pavimento
16:09:20,2012,6.518,pavimento
16:09:20,2013,7.316,pavimento
16:09:20,2014,7.223,pavimento
16:09:20,2015,7.423,pavimento
16:09:20,2016,6.03,pavimento
16:09:20,2017,7.342,pavimento
16:09:20,2018,7.353,pavimento
16:09:20,2019,5.142,pavimento
16:09:20,2020,0.36,pavimento
16:09:20,2021,6.236,pavimento
16:09:21,2022,2.321,pavimento
16:09:21,2023,4.174,pavimento
16:09:21,2024,0.243,pavimento
16:09:21,2025,5.189,pavimento
16:09:21,2026,7.96,pavimento
16:09:21,2027,7.24,pavimento
16:09:21,2028,7.183,pavimento
16:09:21,2029,7.199,pavimento
16:09:21,2030,7.364,pavimento
16:09:21,2031,7.189,pavimento
16:09:21,2032,7.471,pavimento
16:09:21,2033,7.185,pavimento
16:09:21,2034,8.215,pavimento
16:09:22,2035,6.318,pavimento
16:09:22,2036,9.87,pavimento
16:09:22,2037,9.887,pavimento
16:09:22,2038,8.826,pavimento
16:09:23,2039,1.345,pavimento
16:09:23,2040,5.753,pavimento
16:09:23,2041,6.961,pavimento
16:09:23,2042,7.24,pavimento
16:09:23,2043,7.175,pavimento
16:09:23,2044,7.329,pavimento
16:09:23,2045,7.4,pavimento
16:09:23,2046,6.285,pavimento
16:09:23,2047,7.09,pavimento
16:09:23,2048,7.602,pavimento
16:09:23,2049,6.133,pavimento
16:09:23,2050,7.498,pavimento
16:09:23,2051,5.946,pavimento
16:09:23,2052,5.864,pavimento
16:09:23,2053,5.603,pavimento
16:09:24,2054,17.27,pavimento
16:09:24,2055,5.742,pavimento
16:09:24,2056,12.08,pavimento
16:09:24,2057,9.138,pavimento
16:09:24,2058,5.535,pavimento
16:09:24,2059,11.17,pavimento
16:09:24,2060,9.218,pavimento
16:09:24,2061,7.489,pavimento
16:09:25,2062,7.201,pavimento
16:09:25,2063,7.504,pavimento
16:09:25,2064,7.394,pavimento
16:09:25,2065,7.295,pavimento
16:09:25,2066,7.255,pavimento
16:09:25,2067,8.263,pavimento
16:09:25,2068,7.334,pavimento
16:09:25,2069,13.98,pavimento
16:09:25,2070,1.531,pavimento
16:09:25,2071,2.511,pavimento
16:09:25,2072,14.88,pavimento
16:09:25,2073,21.83,pavimento
16:09:25,2074,12.2,pavimento
16:09:25,2075,11.33,pavimento
16:09:25,2076,8.648,pavimento
16:09:25,2077,7.748,pavimento
16:09:25,2078,7.055,pavimento
16:09:25,2079,7.287,pavimento
16:09:25,2080,7.243,pavimento
16:09:25,2081,7.815,pavimento
16:09:25,2082,7.569,pavimento
16:09:25,2083,8.189,pavimento
16:09:25,2084,6.564,pavimento
16:09:25,2085,7.989,pavimento
16:09:25,2086,1.898,pavimento
16:09:26,2087,0.441,pavimento
16:09:26,2088,9.207,pavimento
16:09:26,2089,9.838,pavimento
16:09:26,2090,6.247,pavimento
16:09:26,2091,6.571,pavimento
16:09:26,2092,6.726,pavimento
16:09:26,2093,6.604,pavimento
16:09:26,2094,6.673,pavimento
16:09:26,2095,7.384,pavimento
16:09:26,2096,9.351,pavimento
16:09:28,2097,6.666,pavimento
16:09:28,2098,8.269,pavimento
16:09:28,2099,1.58,pavimento
16:09:28,2100,17.51,pavimento
16:09:28,2101,7.504,pavimento
16:09:28,2102,14.17,pavimento
16:09:28,2103,9.365,pavimento
16:09:28,2104,8.141,pavimento
16:09:28,2105,7.264,pavimento
16:09:28,2106,7.745,pavimento
16:09:28,2107,6.738,pavimento
16:09:28,2108,6.386,pavimento
16:09:29,2109,8.733,pavimento
16:09:29,2110,12.11,pavimento
16:09:29,2111,11.21,pavimento
16:09:29,2112,16.04,pavimento
16:09:29,2113,13.12,pavimento
16:09:29,2114,9.715,pavimento
16:09:29,2115,11.42,pavimento
16:09:29,2116,7.349,pavimento
16:09:29,2117,9.526,pavimento
16:09:29,2118,8.264,pavimento
16:09:29,2119,7.451,pavimento
16:09:29,2120,7.817,pavimento
16:09:29,2121,6.898,pavimento
16:09:30,2122,6.981,pavimento
16:09:30,2123,7.5,pavimento
16:09:30,2124,6.969,pavimento
16:09:30,2125,7.515,pavimento
16:09:30,2126,9.436,pavimento
16:09:30,2127,7.559,pavimento
16:09:30,2128,7.81,pavimento
16:09:30,2129,10.74,pavimento
16:09:30,2130,7.544,pavimento
16:09:30,2131,7.75,pavimento
16:09:30,2132,6.126,pavimento
16:09:30,2133,8.969,pavimento
16:09:30,2134,6.506,pavimento
16:09:36,2135,7.098,pavimento
16:09:36,2136,10.86,pavimento
16:09:36,2137,8.503,pavimento
16:09:36,2138,7.003,pavimento
16:09:36,2139,6.621,pavimento
16:09:36,2140,7.7,pavimento
16:09:36,2141,7.83,pavimento
16:09:36,2142,8.9,pavimento
16:09:36,2143,6.971,pavimento
16:09:36,2144,7.099,pavimento
16:09:36,2145,5.462,pavimento
16:09:36,2146,7.975,pavimento
16:09:41,2147,6.847,pavimento
16:09:41,2148,6.447,pavimento
16:09:41,2149,7.425,pavimento
16:09:41,2150,7.252,pavimento
16:09:41,2151,7.072,pavimento
16:09:41,2152,6.853,pavimento
16:09:41,2153,5.427,pavimento
16:09:41,2154,6.76,pavimento
16:09:41,2155,6.559,pavimento
16:09:41,2156,7.105,pavimento
16:09:41,2157,7.105,pavimento
16:09:41,2158,9.606,pavimento
16:09:41,2159,7.399,pavimento
16:09:41,2160,6.528,pavimento
16:09:41,2161,6.11,pavimento
16:09:41,2162,7.657,pavimento
16:09:41,2163,5.826,pavimento
16:09:41,2164,10.47,pavimento
16:09:41,2165,6.015,pavimento
16:09:41,2166,6.504,pavimento
16:09:42,2167,6.885,pavimento
16:09:42,2168,7.726,pavimento
16:09:42,2169,7.725,pavimento
16:09:42,2170,7.259,pavimento
16:09:42,2171,0.438,pavimento
16:09:42,2172,5.875,pavimento
16:09:42,2173,9.65,pavimento
16:09:42,2174,6.455,pavimento
16:09:42,2175,6.976,pavimento
16:09:42,2176,6.611,pavimento
16:09:42,2177,7.988,pavimento
16:09:42,2178,7.266,pavimento
16:09:43,2179,9.118,pavimento
16:09:43,2180,7.318,pavimento
16:09:43,2181,7.618,pavimento
16:09:43,2182,7.812,pavimento
16:09:43,2183,6.498,pavimento
16:09:43,2184,8.516,pavimento
16:09:43,2185,13.03,pavimento
16:09:43,2186,4.695,pavimento
16:09:43,2187,6.13,pavimento
16:09:44,2188,9.813,pavimento
16:09:44,2189,11.97,pavimento
16:09:44,2190,3.69,pavimento
16:09:44,2191,7.357,pavimento
16:09:44,2192,7.24,pavimento
16:09:44,2193,11.55,pavimento
16:09:44,2194,8.718,pavimento
16:09:44,2195,11.48,pavimento
16:09:44,2196,13.19,pavimento
16:09:44,2197,16.18,pavimento
16:09:44,2198,8.459,pavimento
16:09:44,2199,13.64,pavimento
16:09:44,2200,5.477,pavimento
16:09:44,2201,16.53,pavimento
16:09:44,2202,12.77,pavimento
16:09:44,2203,15.71,pavimento
16:09:44,2204,17.22,pavimento
16:09:44,2205,21.16,pavimento
16:09:44,2206,10.47,pavimento
16:09:44,2207,11.4,pavimento
16:09:44,2208,6.581,pavimento
16:09:45,2209,1.428,pavimento
16:09:45,2210,6.918,pavimento
16:09:47,2211,3.125,pavimento
16:09:47,2212,7.432,pavimento
16:09:47,2213,11.25,pavimento
16:09:47,2214,1.266,pavimento
16:09:47,2215,9.582,pavimento
16:09:47,2216,11.21,pavimento
16:09:47,2217,10.5,pavimento
16:09:47,2218,12.09,pavimento
16:09:47,2219,9.594,pavimento
16:09:47,2220,7.208,pavimento
16:09:47,2221,16.11,pavimento
16:09:47,2222,2.69,pavimento
16:09:47,2223,14.65,pavimento
16:09:47,2224,15.73,pavimento
16:09:47,2225,3.421,pavimento
16:09:47,2226,13.31,pavimento
16:09:47,2227,11.96,pavimento
16:09:47,2228,5.154,pavimento
16:09:47,2229,5.178,pavimento
16:09:47,2230,11.61,pavimento
16:09:47,2231,2.515,pavimento
16:09:47,2232,6.417,pavimento
16:09:47,2233,1.98,pavimento
16:09:47,2234,10.86,pavimento
16:09:47,2235,2.636,pavimento
16:09:47,2236,1.954,pavimento
16:09:47,2237,2.918,pavimento
16:09:47,2238,12.37,pavimento
16:09:47,2239,19.45,pavimento
16:09:47,2240,15.06,pavimento
16:09:48,2241,10.57,pavimento
16:09:48,2242,6.082,pavimento
16:09:48,2243,14.34,pavimento
16:09:48,2244,8.976,pavimento
16:09:48,2245,7.324,pavimento
16:09:48,2246,3.384,pavimento
16:09:48,2247,7.705,pavimento
16:09:48,2248,7.27,pavimento
16:09:48,2249,8.892,pavimento
16:09:48,2250,19.34,pavimento
16:09:48,2251,1.087,pavimento
16:09:48,2252,13.5,pavimento
16:09:48,2253,13.1,pavimento
16:09:48,2254,13.58,pavimento
16:09:48,2255,10.72,pavimento
16:09:48,2256,17.78,pavimento
16:09:48,2257,5.329,pavimento
16:09:48,2258,15.95,pavimento
16:09:48,2259,16.5,pavimento
16:09:49,2260,13.08,pavimento
16:09:49,2261,11.52,pavimento
16:09:49,2262,11.15,pavimento
16:09:49,2263,8.174,pavimento
16:09:49,2264,12.33,pavimento
16:09:49,2265,7.919,pavimento
16:09:50,2266,17,pavimento
16:09:50,2267,12.84,pavimento
16:09:50,2268,2.523,pavimento
16:09:50,2269,5.598,pavimento
16:09:50,2270,9.774,pavimento
16:09:50,2271,8.141,pavimento
16:09:50,2272,6.638,pavimento
16:09:50,2273,12.36,pavimento
16:09:51,2274,16.8,pavimento
16:09:51,2275,5.204,pavimento
16:09:51,2276,2.464,pavimento
16:09:51,2277,8.021,pavimento
16:09:51,2278,8.666,pavimento
16:09:51,2279,3.184,pavimento
16:09:51,2280,3.823,pavimento
16:09:51,2281,8.036,pavimento
16:09:51,2282,10.14,pavimento
16:09:51,2283,7.361,pavimento
16:09:51,2284,8.567,pavimento
16:09:51,2285,10.99,pavimento
16:09:51,2286,13.79,pavimento
16:09:51,2287,2.362,pavimento
16:09:51,2288,13.16,pavimento
16:09:51,2289,13.44,pavimento
16:09:52,2290,4.627,pavimento
16:09:52,2291,4.245,pavimento
16:09:52,2292,2.298,pavimento
16:09:52,2293,13.32,pavimento
16:09:52,2294,8.081,pavimento
16:09:52,2295,10.06,pavimento
16:09:52,2296,13.96,pavimento
16:09:52,2297,4.034,pavimento
16:09:52,2298,14.7,pavimento
16:09:52,2299,5.938,pavimento
16:09:52,2300,11.75,pavimento
16:09:53,2301,13.3,pavimento
16:09:53,2302,13.37,pavimento
16:09:53,2303,17.25,pavimento
16:09:53,2304,9.003,pavimento
16:09:53,2305,8.517,pavimento
16:09:53,2306,8.179,pavimento
16:09:53,2307,15.85,pavimento
16:09:53,2308,10.9,pavimento
16:09:53,2309,-0.43,pavimento
16:09:53,2310,8.408,pavimento
16:09:53,2311,1.818,pavimento
16:09:53,2312,6.802,pavimento
16:09:54,2313,8.842,pavimento
16:09:54,2314,3.365,pavimento
16:09:54,2315,12.38,pavimento
16:09:54,2316,4.274,pavimento
16:09:54,2317,10.24,pavimento
16:09:54,2318,15.67,pavimento
16:09:54,2319,14.17,pavimento
16:09:54,2320,1.858,pavimento
16:09:54,2321,13.02,pavimento
16:09:54,2322,16.18,pavimento
16:09:54,2323,9.173,pavimento
16:09:54,2324,11.86,pavimento
16:09:54,2325,4.822,pavimento
16:09:54,2326,9.275,pavimento
16:09:54,2327,3.581,pavimento
16:09:54,2328,1.997,pavimento
16:09:54,2329,7.262,pavimento
16:09:54,2330,10.72,pavimento
16:09:54,2331,12.95,pavimento
16:09:54,2332,12.32,pavimento
16:09:54,2333,9.731,pavimento
16:09:55,2334,8.003,pavimento
16:09:55,2335,4.626,pavimento
16:09:55,2336,3.056,pavimento
16:09:55,2337,7.106,pavimento
16:09:56,2338,5.226,pavimento
16:09:56,2339,11.15,pavimento
16:09:56,2340,16.55,pavimento
16:09:56,2341,5.605,pavimento
16:09:56,2342,12.22,pavimento
16:09:56,2343,6.43,pavimento
16:09:56,2344,4.428,pavimento
16:09:56,2345,7.691,pavimento
16:09:56,2346,9.573,pavimento
16:09:56,2347,9.358,pavimento
16:09:56,2348,2.069,pavimento
16:09:56,2349,10.83,pavimento
16:09:56,2350,8.005,pavimento
16:09:56,2351,2.943,pavimento
16:09:56,2352,16.95,pavimento
16:09:56,2353,14.32,pavimento
16:09:56,2354,6.671,pavimento
16:09:56,2355,7.346,pavimento
16:09:56,2356,12.52,pavimento
16:09:56,2357,11.64,pavimento
16:09:56,2358,3.731,pavimento
16:09:56,2359,9.979,pavimento
16:09:57,2360,4.428,pavimento
16:09:57,2361,10.76,pavimento
16:09:57,2362,4.739,pavimento
16:09:57,2363,5.341,pavimento
16:09:57,2364,9.558,pavimento
16:09:58,2365,14.04,pavimento
16:09:58,2366,7.629,pavimento
16:09:58,2367,5.841,pavimento
16:09:58,2368,8.645,pavimento
16:09:58,2369,11.58,pavimento
16:09:58,2370,5.068,pavimento
16:09:58,2371,8.654,pavimento
16:09:58,2372,7.133,pavimento
16:09:58,2373,3.663,pavimento
16:09:58,2374,11.25,pavimento
16:09:58,2375,4.146,pavimento
16:09:59,2376,6.326,pavimento
16:09:59,2377,8.116,pavimento
16:09:59,2378,10.66,pavimento
16:09:59,2379,10.52,pavimento
16:09:59,2380,10.1,pavimento
16:09:59,2381,2.359,pavimento
16:09:59,2382,9.867,pavimento
16:09:59,2383,3.827,pavimento
16:09:59,2384,7.783,pavimento
16:09:59,2385,10.47,pavimento
16:09:59,2386,3.121,pavimento
16:09:59,2387,13,pavimento
16:09:59,2388,10.92,pavimento
16:09:59,2389,12.76,pavimento
16:09:59,2390,7.407,pavimento
16:09:59,2391,10.39,pavimento
16:09:59,2392,6.124,pavimento
16:09:59,2393,9.264,pavimento
16:09:59,2394,11.55,pavimento
16:09:59,2395,3.45,pavimento
16:09:59,2396,4.145,pavimento
16:09:59,2397,11.03,pavimento
16:09:59,2398,4.344,pavimento
16:09:59,2399,7.661,pavimento
16:09:59,2400,7.767,pavimento
16:10:03,2401,10.7,pavimento
16:10:03,2402,9.748,pavimento
16:10:03,2403,4.858,pavimento
16:10:03,2404,6.295,pavimento
16:10:03,2405,8.388,pavimento
16:10:03,2406,8.709,pavimento
16:10:03,2407,7.914,pavimento
16:10:03,2408,2.598,pavimento
16:10:03,2409,10,pavimento
16:10:04,2410,6.349,pavimento
16:10:04,2411,9.458,pavimento
16:10:04,2412,8.001,pavimento
16:10:04,2413,7.502,pavimento
16:10:04,2414,8.686,pavimento
16:10:04,2415,14.92,pavimento
16:10:04,2416,4.664,pavimento
16:10:04,2417,9.754,pavimento
16:10:04,2418,20.79,pavimento
16:10:04,2419,9.826,pavimento
16:10:04,2420,5.682,pavimento
16:10:04,2421,15.78,pavimento
16:10:04,2422,5.844,pavimento
16:10:04,2423,11.21,pavimento
16:10:04,2424,4.605,pavimento
16:10:04,2425,6.305,pavimento
16:10:04,2426,7.309,pavimento
16:10:04,2427,4.523,pavimento
16:10:04,2428,10.47,pavimento
16:10:04,2429,6.724,pavimento
16:10:04,2430,8.129,pavimento
16:10:04,2431,6.294,pavimento
16:10:04,2432,8.342,pavimento
16:10:05,2433,6.358,pavimento
16:10:05,2434,8.155,pavimento
16:10:05,2435,10.6,pavimento
16:10:05,2436,12.72,pavimento
16:10:05,2437,6.3,pavimento
16:10:05,2438,7.78,pavimento
16:10:05,2439,6.969,pavimento
16:10:05,2440,5.229,pavimento
16:10:05,2441,13.25,pavimento
16:10:05,2442,10.96,pavimento
16:10:05,2443,7.129,pavimento
16:10:05,2444,6.186,pavimento
16:10:05,2445,5.536,pavimento
16:10:05,2446,3.694,pavimento
16:10:05,2447,7.96,pavimento
16:10:05,2448,7.337,pavimento
16:10:05,2449,5.669,pavimento
16:10:05,2450,6.151,pavimento
16:10:05,2451,6.059,pavimento
16:10:05,2452,9.227,pavimento
16:10:05,2453,8.167,pavimento
16:10:05,2454,8.838,pavimento
16:10:05,2455,7.826,pavimento
16:10:06,2456,10.35,pavimento
16:10:06,2457,7.002,pavimento
16:10:06,2458,6.107,pavimento
16:10:06,2459,7.139,pavimento
16:10:06,2460,1.013,pavimento
16:10:06,2461,3.182,pavimento
16:10:11,2462,11.68,pavimento
16:10:11,2463,21.38,pavimento
16:10:11,2464,5.879,pavimento
16:10:11,2465,7.004,pavimento
16:10:11,2466,3.672,pavimento
16:10:11,2467,8.62,pavimento
16:10:11,2468,8.946,pavimento
16:10:11,2469,7.687,pavimento
16:10:11,2470,5.087,pavimento
16:10:11,2471,6.331,pavimento
16:10:11,2472,3.701,pavimento
16:10:11,2473,6.819,pavimento
16:10:11,2474,13.92,pavimento
16:10:11,2475,2.828,pavimento
16:10:11,2476,10.39,pavimento
16:10:11,2477,5.11,pavimento
16:10:11,2478,7.988,pavimento
16:10:11,2479,7.298,pavimento
16:10:11,2480,11.05,pavimento
16:10:11,2481,4.684,pavimento
16:10:11,2482,10.71,pavimento
16:10:11,2483,10.26,pavimento
16:10:11,2484,2.978,pavimento
16:10:11,2485,15.52,pavimento
16:10:11,2486,9.489,pavimento
16:10:11,2487,8.688,pavimento
16:10:12,2488,6.684,pavimento
16:10:12,2489,14.85,pavimento
16:10:12,2490,13.83,pavimento
16:10:12,2491,8.603,pavimento
16:10:12,2492,14.01,pavimento
16:10:12,2493,9.427,pavimento
16:10:12,2494,11.28,pavimento
16:10:12,2495,5.893,pavimento
16:10:12,2496,10.67,pavimento
16:10:12,2497,3.984,pavimento
16:10:12,2498,7.571,pavimento
16:10:12,2499,8.029,pavimento
16:10:12,2500,10.01,pavimento
16:10:12,2501,11.8,pavimento
16:10:12,2502,13.52,pavimento
16:10:12,2503,12.61,pavimento
16:10:12,2504,7.442,pavimento
16:10:12,2505,6.858,pavimento
16:10:12,2506,3.429,pavimento
16:10:12,2507,10.03,pavimento
16:10:13,2508,8.208,pavimento
16:10:13,2509,5.687,pavimento
16:10:13,2510,3.974,pavimento
16:10:13,2511,15.93,pavimento
16:10:13,2512,3.887,pavimento
16:10:13,2513,4.849,pavimento
16:10:13,2514,14.78,pavimento
16:10:14,2515,16.7,pavimento
16:10:14,2516,4.862,pavimento
16:10:14,2517,7.312,pavimento
16:10:14,2518,11.62,pavimento
16:10:14,2519,11.05,pavimento
16:10:14,2520,19.79,pavimento
16:10:14,2521,8.402,pavimento
16:10:14,2522,5.661,pavimento
16:10:14,2523,16.63,pavimento
16:10:14,2524,10.01,pavimento
16:10:14,2525,4.21,pavimento
16:10:14,2526,10.88,pavimento
16:10:14,2527,10.62,pavimento
16:10:14,2528,6.656,pavimento
16:10:14,2529,10.57,pavimento
16:10:14,2530,5.604,pavimento
16:10:14,2531,6.049,pavimento
16:10:14,2532,6.744,pavimento
16:10:14,2533,4.487,pavimento
16:10:14,2534,12.1,pavimento
16:10:14,2535,8.844,pavimento
16:10:14,2536,8.6,pavimento
16:10:15,2537,6.838,pavimento
16:10:16,2538,7.029,pavimento
16:10:16,2539,8.269,pavimento
16:10:16,2540,7.073,pavimento
16:10:16,2541,13.05,pavimento
16:10:16,2542,10.66,pavimento
16:10:16,2543,19.1,pavimento
16:10:16,2544,4.277,pavimento
16:10:16,2545,8.634,pavimento
16:10:16,2546,9.802,pavimento
16:10:16,2547,10.58,pavimento
16:10:16,2548,19.14,pavimento
16:10:16,2549,16.36,pavimento
16:10:16,2550,10.6,pavimento
16:10:16,2551,5.515,pavimento
16:10:16,2552,12.31,pavimento
16:10:16,2553,8.501,pavimento
16:10:17,2554,2.074,pavimento
16:10:17,2555,12.3,pavimento
16:10:17,2556,11.8,pavimento
16:10:17,2557,7.066,pavimento
16:10:17,2558,7.721,pavimento
16:10:17,2559,5.294,pavimento
16:10:17,2560,12.05,pavimento
16:10:17,2561,2.808,pavimento
16:10:17,2562,18.22,pavimento
16:10:17,2563,9.705,pavimento
16:10:17,2564,15.32,pavimento
16:10:17,2565,11.56,pavimento
16:10:17,2566,2.211,pavimento
16:10:17,2567,8.745,pavimento
16:10:17,2568,11.94,pavimento
16:10:17,2569,12.99,pavimento
16:10:18,2570,5.927,pavimento
16:10:18,2571,2.702,pavimento
16:10:18,2572,4.907,pavimento
16:10:18,2573,2.388,pavimento
16:10:18,2574,6.229,pavimento
16:10:18,2575,8.083,pavimento
16:10:18,2576,15.76,pavimento
16:10:18,2577,10.33,pavimento
16:10:18,2578,1.749,pavimento
16:10:18,2579,8.576,pavimento
16:10:18,2580,8.165,pavimento
16:10:18,2581,6.319,pavimento
16:10:18,2582,3.003,pavimento
16:10:18,2583,13.9,pavimento
16:10:18,2584,10.46,pavimento
16:10:18,2585,3.751,pavimento
16:10:18,2586,9.016,pavimento
16:10:19,2587,15.45,pavimento
16:10:19,2588,12.27,pavimento
16:10:19,2589,11.87,pavimento
16:10:19,2590,13.31,pavimento
16:10:19,2591,1.658,pavimento
16:10:19,2592,5.541,pavimento
16:10:19,2593,9.151,pavimento
16:10:19,2594,12.92,pavimento
16:10:19,2595,13.86,pavimento
16:10:19,2596,3.705,pavimento
16:10:19,2597,16.25,pavimento
16:10:19,2598,6.237,pavimento
16:10:19,2599,15.2,pavimento
16:10:19,2600,8.73,pavimento
16:10:19,2601,10.33,pavimento
16:10:20,2602,11.53,pavimento
16:10:20,2603,12.7,pavimento
16:10:20,2604,3.023,pavimento
